停留所名,事業者名,バス系統
鳥商前,日ノ丸自動車（株）,"鳥取大学　鳥取駅〜鳥大付属高校, 鳥取大学　鳥取駅〜白兎養護学校, 白兎海岸線　鳥取駅〜鹿野営業所, 湖山池　鳥取駅〜白兎養護学校, 賀露循環線, 中河原　鳥取駅〜山崎橋"
青谷西町入口,日ノ丸自動車（株）,長和瀬　青谷駅〜長和瀬
小浜,日本交通（株）,橋津線　はわい温泉経由
東秋里,日ノ丸自動車（株）,白兎海岸線　鳥取駅〜鹿野営業所
東秋里,日本交通（株）,"30　大森中央病院線, 32H　岩美岩井線, 35・36H・37　十六本松線, 38・38H　北園団地線"
姫路,鳥取市,鳥取市気高循環バス船磯線
美保町入口,日ノ丸自動車（株）,外浜境港　米子駅〜境港駅
旧浜村,鳥取市,鳥取市気高循環バス瑞穂宝木線
気高中学校前,日ノ丸自動車（株）,白兎海岸線　鳥取駅〜鹿野営業所
公民館入口,日ノ丸自動車（株）,"日置　青谷町総合支所〜小畑上, 勝部　青谷町総合支所〜桑原, 長和瀬　青谷駅〜長和瀬"
公民館入口,鳥取市,鳥取市絹見バス絹見線
丸山（鳥取市）,日本交通（株）,"32　岩美岩井線, 33　岩美岩井線, 35・36H・37　十六本松線, 38・38H　北園団地線"
丸山（鳥取市）,日本交通（株）・日ノ丸自動車（株）,39　鳥取砂丘線
情報センター前,日本交通（株）,38・38H　北園団地線
浜村中央,鳥取市,鳥取市気高循環バス瑞穂宝木線
公園墓地入口,日本交通（株）,38・38H　北園団地線
宝木（R9）,日ノ丸自動車（株）,白兎海岸線　鳥取駅〜鹿野営業所
青谷駅口,鳥取市,鳥取市絹見バス絹見線
青谷駅口（川沿い）,日ノ丸自動車（株）,日置　青谷町総合支所〜小畑上
鳥大前,日ノ丸自動車（株）,"鳥取大学　鳥取駅〜鳥大付属高校, 鳥取大学　鳥取駅〜白兎養護学校, 中河原　鳥取駅〜山崎橋"
青谷駅口（駅寄り）,日ノ丸自動車（株）,勝部　青谷町総合支所〜桑原
下市入口,日本交通（株）,"51　下市線　イオン東館〜下市入口行, 51　下市線　米子駅〜下市入口行"
