停留所名,事業者名,バス系統
十二区公民館,（有）宇奈月交通,栃屋・大橋循環線
下坂商店,桜井交通（株）,04　石田三日市線（南ルート）
牧野南口,富山地方鉄道（株）,池尻線
北大町西,加越能バス（株）,"氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
浜石田西,桜井交通（株）,04　石田三日市線（南ルート）
はまなす公園,桜井交通（株）,04　石田三日市線（南ルート）
松原鍼灸院,桜井交通（株）,04　石田三日市線（南ルート）
千光寺前,（有）宇奈月交通,"愛本本線, 愛本連絡線"
熊野ポンプ格納庫前,（有）宇奈月交通,栃屋・大橋循環線
浜石田東,桜井交通（株）,04　石田三日市線（南ルート）
鳳谷院前,加越能バス（株）,"氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
中ノ口,入善町,新屋線（宇奈月市民サービスセンター前〜入善駅前）
十三区,（有）宇奈月交通,栃屋・大橋循環線
ぷらっと,（有）宇奈月交通,愛本本線
加納神社前,加越能バス（株）,"脇〜新守山〜高岡駅前, 脇〜氷見市民病院, 済生会高岡病院〜新守山〜脇"
諏訪野,加越能バス（株）,"氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
加納,加越能バス（株）,"氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
熊野,（有）宇奈月交通,栃屋・大橋循環線
石坂医院,（有）宇奈月交通,"愛本本線, 栃屋・大橋循環線"
さくら団地,桜井交通（株）,04　石田三日市線（南ルート）
前沢口,富山地方鉄道（株）,池尻線
愛本橋,（有）宇奈月交通,"愛本本線, 愛本連絡線"
下立第五区集会所,（有）宇奈月交通,愛本本線
氷見漁港前,加越能バス（株）,"氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
氷見漁港前,富山地方鉄道（株）,富山ぶりかにバス
愛本姫社,（有）宇奈月交通,愛本本線
愛本橋詰,入善町,新屋線（宇奈月市民サービスセンター前〜入善駅前）
東屋前,（有）宇奈月交通,愛本本線
犬山団地,桜井交通（株）,04　石田三日市線（南ルート）
氷見中央,加越能バス（株）,"脇〜新守山〜高岡駅前, 脇〜氷見市民病院, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院, 済生会高岡病院〜仏生寺〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院, 済生会高岡病院〜新守山〜脇, 氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
下立まちおこしセンター,（有）宇奈月交通,愛本本線
大野新,加越能バス（株）,"氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
幸町,加越能バス（株）,"脇〜氷見市民病院, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院, 済生会高岡病院〜仏生寺〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院"
幸町西,加越能バス（株）,"脇〜氷見市民病院, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院, 済生会高岡病院〜仏生寺〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院"
此川運輸前,（有）宇奈月交通,愛本本線
犬山東,桜井交通（株）,04　石田三日市線（南ルート）
氷見営業所,加越能バス（株）,"脇〜氷見市民病院, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院, 済生会高岡病院〜仏生寺〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院, 氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
氷見市役所前,加越能バス（株）,"脇〜氷見市民病院, 高岡駅前〜新守山〜氷見市民病院, 済生会高岡病院〜伏木駅前〜氷見市民病院, 済生会高岡病院〜高岡ふしき病院〜氷見市民病院, 済生会高岡病院〜仏生寺〜氷見市民病院, 済生会高岡病院〜新守山〜氷見市民病院, 氷見駅前〜ひみ番屋街, 氷見市民病院〜ひみ番屋街〜氷見駅前, ひみ番屋街〜氷見市民病院（右周り・左回り）"
宇奈月市民サービスセンター,（有）宇奈月交通,"愛本本線, 愛本連絡線"
宇奈月市民サービスセンター,入善町,新屋線（宇奈月市民サービスセンター前〜入善駅前）
