停留所名,事業者名,バス系統
第一具志堅,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
エメラルドビーチ前,（株）北部観光バス,"リゾートライナーA, リゾートライナーB, リゾートライナー＃1"
新里入口（本部町）,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
古宇利島物産センター,（同）やんばる急行バス,やんばる急行バス四島線
兼次,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
諸志,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
人類発祥の島碑付近,（同）やんばる急行バス,やんばる急行バス四島線
与那嶺,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
根路銘,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
ロイヤルビューホテル美ら海（沖縄美ら海水族館）,（同）やんばる急行バス,"やんばる急行バス空港線, やんばる急行バス四島線"
センチュリオンホテルリゾートヴィンテージ沖縄美ら海,沖縄バス（株）,空港リムジンバスDE
上本部小中学校入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
仲尾次（北山高校）,（同）やんばる急行バス,やんばる急行バス空港線
仲尾次（今帰仁村）,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
石川入口（本部町）,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
今帰仁城跡,（同）やんばる急行バス,やんばる急行バス四島線
旧「リゾートステーション前」バス停,（同）やんばる急行バス,やんばる急行バス空港線
旧「第一渡喜仁」バス停,（同）やんばる急行バス,やんばる急行バス空港線
平敷,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
ウッパマビーチ付近,（同）やんばる急行バス,やんばる急行バス空港線
記念公園前,沖縄バス（株）,空港リムジンバスDE
記念公園前,（同）やんばる急行バス,"やんばる急行バス空港線, やんばる急行バス四島線"
記念公園前,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
越地公民館付近,（同）やんばる急行バス,やんばる急行バス四島線
大宜味村活性化センター前,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
リゾートホテル・ベル・パライソ,（同）やんばる急行バス,やんばる急行バス空港線
ウンビ入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
旧「第二渡喜仁」バス停,（同）やんばる急行バス,やんばる急行バス空港線
沖縄美ら海水族館（記念公園前）,（株）北部観光バス,"エアポートライナー, リゾートライナーA, リゾートライナーB, エアポートライナーB, リゾートライナー＃1"
沖縄美ら海水族館,（有）カリー観光,"那覇空港発→美ら海水族館, 美ら海水族館発→那覇空港"
旧「第三渡喜仁」バス停,（同）やんばる急行バス,やんばる急行バス空港線
嘉津宇入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
越地,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
西原（本部町）,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
古宇利大橋のまんなか付近,（同）やんばる急行バス,やんばる急行バス四島線
今帰仁小学校前,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
旧「徳山入口」バス停,（同）やんばる急行バス,やんばる急行バス空港線
北里,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
今帰仁中学校付近,（同）やんばる急行バス,やんばる急行バス四島線
謝名,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
安根,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
謝花,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
今帰仁農協前,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
山川（本部町）,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
旧「上運天」バス停,（同）やんばる急行バス,やんばる急行バス空港線
ハナサキマルシェ前,（株）北部観光バス,"エアポートライナー, リゾートライナーA, リゾートライナーB, エアポートライナーB, リゾートライナー＃1"
ハナサキマルシェ前,（有）カリー観光,"那覇空港発→美ら海水族館, 美ら海水族館発→那覇空港"
ホテルマハイナウェルネスリゾートオキナワ,（同）やんばる急行バス,"やんばる急行バス空港線, やんばる急行バス四島線"
今帰仁村役場,（同）やんばる急行バス,"やんばる急行バス空港線, やんばる急行バス四島線"
今帰仁村役場前,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
仲宗根,（同）やんばる急行バス,やんばる急行バス四島線
仲宗根,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
謝花入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
カリーコンド美ら海,（有）カリー観光,"那覇空港発→美ら海水族館, 美ら海水族館発→那覇空港"
南ゲート,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
山岳,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
垣の内入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
古宇利大橋南詰展望所付近,（同）やんばる急行バス,やんばる急行バス四島線
運天港,（同）やんばる急行バス,やんばる急行バス空港線
浦崎,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
結の浜,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
メージャフ,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
塩屋入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
天底公民館,（同）やんばる急行バス,やんばる急行バス四島線
天底入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
塩屋橋,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
運天原共同売店付近,（同）やんばる急行バス,やんばる急行バス四島線
運天原,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
浜元,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
天底,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
運天原入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
DRIVEINリカリカワルミ,（同）やんばる急行バス,やんばる急行バス四島線
運天上原,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
宮城（大宜味村）,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
済井出,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
懇謝堂,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
本部高校入口,（同）やんばる急行バス,"やんばる急行バス空港線, やんばる急行バス四島線"
本部高校入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）"
白浜入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
ワルミ入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
山口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
道の駅おおぎみビジターセンター前,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
津波小学校前,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
渡久地,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）, 76瀬底線（共同運行）"
渡久地港,（同）やんばる急行バス,やんばる急行バス四島線
本部町役場前,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
谷茶公園付近,（同）やんばる急行バス,やんばる急行バス四島線
前垣,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
東,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
アワヤ原,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
運立,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
谷茶（本部町）,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）, 76瀬底線（共同運行）"
福地,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
運立橋,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
大嵐入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
第二津波,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,67辺土名線（共同運行）
並里,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
屋我地支所前,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
伊野波入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
八重岳入口,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
第二湧川,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）"
本部博物館前,（同）やんばる急行バス,"やんばる急行バス空港線, やんばる急行バス四島線"
本部博物館前,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,70備瀬線（共同運行）
我部,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
饒平名,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,72屋我地線（共同運行）
第二大浜,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"65本部半島線　渡久地廻り（共同運行）, 66本部半島線　今帰仁廻り（共同運行）, 70備瀬線（共同運行）, 76瀬底線（共同運行）"
クカルビ,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
ヤナジャ,沖縄バス（株）・那覇バス（株）・（株）琉球バス交通,"70備瀬線（共同運行）, 76瀬底線（共同運行）"
