停留所名,事業者名,バス系統
三国図書館,京福バス（株）,"84　東尋坊線, 85　東尋坊線, 87　芦原丸岡永平寺線, 91　金津・本荘線, 97　陣ヶ岡線"
三国図書館,坂井市,"三国坂井ルート, 雄島ルート, 加戸・三国東部ルート"
三国図書館,ケイカン交通（株）,三国運動公園線
坂ノ下一丁目,京福バス（株）,"84　東尋坊線, 85　東尋坊線, 87　芦原丸岡永平寺線"
みくに市民センター,京福バス（株）,91　金津・本荘線
みくに市民センター,坂井市,"三国坂井ルート, 雄島ルート, 加戸・三国東部ルート, 浜四郷ルート"
みくに市民センター,ケイカン交通（株）,三国運動公園線
金津小学校前,京福バス（株）,"84　東尋坊線, 85　東尋坊線, 87　芦原丸岡永平寺線"
三国駅前,坂井市,"三国坂井ルート, 雄島ルート, 加戸・三国東部ルート, 浜四郷ルート"
三国駅,京福バス（株）,"16　川西三国線, 80　鶉三国線, 84　東尋坊線, 85　東尋坊線, 87　芦原丸岡永平寺線, 91　金津・本荘線, 97　陣ヶ岡線, 98　海岸線"
三国駅,ケイカン交通（株）,三国運動公園線
金津坂ノ下,京福バス（株）,"84　東尋坊線, 85　東尋坊線, 87　芦原丸岡永平寺線"
永正寺,坂井市,三国坂井ルート
竪町永正寺,京福バス（株）,"84　東尋坊線, 85　東尋坊線, 87　芦原丸岡永平寺線"
三国病院,京福バス（株）,91　金津・本荘線
三国病院,坂井市,"三国坂井ルート, 雄島ルート, 加戸・三国東部ルート, 浜四郷ルート"
三国病院,ケイカン交通（株）,三国運動公園線
金津水口,京福バス（株）,"84　東尋坊線, 85　東尋坊線, 86　長屋線, 87　芦原丸岡永平寺線, 91　金津・本荘線"
三國湊北前通り,京福バス（株）,"84　東尋坊線, 85　東尋坊線, 87　芦原丸岡永平寺線"
三國湊北前通り,坂井市,"三国坂井ルート, 浜四郷ルート"
三国郵便局,坂井市,"三国坂井ルート, 雄島ルート, 加戸・三国東部ルート, 浜四郷ルート"
芦原温泉駅,京福バス（株）,"84　東尋坊線, 85　東尋坊線, 86　長屋線, 87　芦原丸岡永平寺線, 89　金津高校線, 91　金津・本荘線, あわら温泉・永平寺・東尋坊直行バス"
錦四丁目,京福バス（株）,"16　川西三国線, 80　鶉三国線, 98　海岸線"
錦四丁目,ケイカン交通（株）,三国運動公園線
六日町,京福バス（株）,"86　長屋線, 91　金津・本荘線"
東善寺,京福バス（株）,91　金津・本荘線
三国南校,ケイカン交通（株）,三国運動公園線
NTT三国前,坂井市,"三国坂井ルート, 加戸・三国東部ルート, 浜四郷ルート"
馬場,京福バス（株）,91　金津・本荘線
谷畠,京福バス（株）,91　金津・本荘線
あわら市役所前,京福バス（株）,"86　長屋線, 91　金津・本荘線"
三国南校,京福バス（株）,"16　川西三国線, 80　鶉三国線, 81　池見線, 98　海岸線"
