停留所名,事業者名,バス系統
山鹿警察署入口,産交バス（株）,"A5-2：桜町バスターミナル〜植木〜日置〜山鹿バスセンター, A5-2：山鹿バスセンター〜日置〜植木〜田崎橋, A5-3：桜町バスターミナル〜植木温泉〜日置〜山鹿バスセンター, A5-1：桜町バスターミナル〜植木〜来民バイパス〜山鹿バスセンター, A5-1：山鹿バスセンター〜来民バイパス〜植木〜田崎橋, 山鹿バスセンター〜十三部〜遊蛇口〜菊池産交, 山鹿市役所前〜平山温泉〜三加和温泉〜南関上町, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅, 山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前, 山鹿バスセンター〜米の岳〜玉名市役所前〜玉名駅前, 田原坂ニュータウン→植木〜来民バイパス→山鹿バスセンター, 山鹿バスセンター〜熊入温泉郵便〜鹿北支所前〜鹿北道の駅"
上大林,産交バス（株）,山鹿バスセンター〜十三部〜遊蛇口〜菊池産交
茗ヶ原入口,産交バス（株）,7：阿蘇駅前〜唐笠松〜ステーション〜杖立
上坂下,産交バス（株）,"玉名駅前〜北稜高校前〜坂下〜南関上町, くまもと県北病院〜新玉名駅〜坂下〜南関上町"
山鹿郵便局前,産交バス（株）,"A5-2：桜町バスターミナル〜植木〜日置〜山鹿バスセンター, A5-2：山鹿バスセンター〜日置〜植木〜田崎橋, A5-3：桜町バスターミナル〜植木温泉〜日置〜山鹿バスセンター, 山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前, 山鹿バスセンター〜米の岳〜玉名市役所前〜玉名駅前"
山鹿市民医療センター前,産交バス（株）,"A5-1：桜町バスターミナル〜植木〜来民バイパス〜山鹿バスセンター, A5-1：山鹿バスセンター〜来民バイパス〜植木〜田崎橋, 山鹿バスセンター〜十三部〜遊蛇口〜菊池産交, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅, 田原坂ニュータウン→植木〜来民バイパス→山鹿バスセンター"
宗方,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前"
立徳,産交バス（株）,山鹿バスセンター〜十三部〜遊蛇口〜菊池産交
鹿校通一丁目,産交バス（株）,"A5-1：桜町バスターミナル〜植木〜来民バイパス〜山鹿バスセンター, A5-1：山鹿バスセンター〜来民バイパス〜植木〜田崎橋, 山鹿バスセンター〜十三部〜遊蛇口〜菊池産交, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅, 田原坂ニュータウン→植木〜来民バイパス→山鹿バスセンター"
山鹿栄町,産交バス（株）,"A5-2：桜町バスターミナル〜植木〜日置〜山鹿バスセンター, A5-2：山鹿バスセンター〜日置〜植木〜田崎橋, A5-3：桜町バスターミナル〜植木温泉〜日置〜山鹿バスセンター, 山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前, 山鹿バスセンター〜米の岳〜玉名市役所前〜玉名駅前"
大橋通り,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前"
山鹿下町,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前, 山鹿バスセンター〜米の岳〜玉名市役所前〜玉名駅前"
本分,産交バス（株）,山鹿バスセンター〜十三部〜遊蛇口〜菊池産交
南本町,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前, 山鹿バスセンター〜米の岳〜玉名市役所前〜玉名駅前"
菊池川工事事務所前,産交バス（株）,"A5-2：桜町バスターミナル〜植木〜日置〜山鹿バスセンター, A5-2：山鹿バスセンター〜日置〜植木〜田崎橋, A5-3：桜町バスターミナル〜植木温泉〜日置〜山鹿バスセンター"
津袋,産交バス（株）,山鹿バスセンター〜十三部〜遊蛇口〜菊池産交
鹿校通二丁目,産交バス（株）,"A5-1：桜町バスターミナル〜植木〜来民バイパス〜山鹿バスセンター, A5-1：山鹿バスセンター〜来民バイパス〜植木〜田崎橋, 山鹿バスセンター〜十三部〜遊蛇口〜菊池産交, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅, 田原坂ニュータウン→植木〜来民バイパス→山鹿バスセンター"
庄山,西鉄バス大牟田（株）,25系統
庄,産交バス（株）,山鹿バスセンター〜十三部〜遊蛇口〜菊池産交
県立教育センター入口,産交バス（株）,"山鹿バスセンター〜東郷農協前〜看護福祉大学〜玉名駅前, 山鹿バスセンター〜東郷農協前〜蛇ヶ谷公園〜玉名駅前"
中村（山鹿）,産交バス（株）,"A5-2：桜町バスターミナル〜植木〜日置〜山鹿バスセンター, A5-2：山鹿バスセンター〜日置〜植木〜田崎橋, A5-3：桜町バスターミナル〜植木温泉〜日置〜山鹿バスセンター"
鹿本高校入口,産交バス（株）,"A5-1：桜町バスターミナル〜植木〜来民バイパス〜山鹿バスセンター, A5-1：山鹿バスセンター〜来民バイパス〜植木〜田崎橋, 山鹿バスセンター〜十三部〜遊蛇口〜菊池産交, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅, 田原坂ニュータウン→植木〜来民バイパス→山鹿バスセンター"
山鹿大橋口,産交バス（株）,山鹿バスセンター〜米の岳〜玉名市役所前〜玉名駅前
十三部,産交バス（株）,"A5-1：桜町バスターミナル〜植木〜来民バイパス〜山鹿バスセンター, A5-1：山鹿バスセンター〜来民バイパス〜植木〜田崎橋, 山鹿バスセンター〜十三部〜遊蛇口〜菊池産交, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅, 田原坂ニュータウン→植木〜来民バイパス→山鹿バスセンター"
高橋,産交バス（株）,山鹿バスセンター〜十三部〜遊蛇口〜菊池産交
大観峰入口,産交バス（株）,7：阿蘇駅前〜唐笠松〜ステーション〜杖立
東中村,産交バス（株）,"A5-2：桜町バスターミナル〜植木〜日置〜山鹿バスセンター, A5-2：山鹿バスセンター〜日置〜植木〜田崎橋, A5-3：桜町バスターミナル〜植木温泉〜日置〜山鹿バスセンター"
上十三部,産交バス（株）,"A5-1：桜町バスターミナル〜植木〜来民バイパス〜山鹿バスセンター, A5-1：山鹿バスセンター〜来民バイパス〜植木〜田崎橋, 山鹿バスセンター〜十三部〜遊蛇口〜菊池産交, 菊池プラザ→水辺プラザ〜鹿本農高前→山鹿バスセンター, 山鹿バスセンター〜水辺プラザ〜翔陽高校〜肥後大津駅, 田原坂ニュータウン→植木〜来民バイパス→山鹿バスセンター"
柿原入口,産交バス（株）,"玉名駅前〜北稜高校前〜坂下〜南関上町, くまもと県北病院〜新玉名駅〜坂下〜南関上町"
四ツ山,西鉄バス大牟田（株）,"2系統, 4系統"
四ツ山,産交バス（株）,"7：荒尾バスセンター〜山の手〜四ツ山, 8：八幡校前（玉名）〜バスセンター〜月田区〜四ツ山, 12：荒尾バスセンター〜東屋形二丁目〜一小下〜イオンタウン, 13：荒尾バスセンター〜有明高校前〜イオンタウン, 荒尾バスセンター〜東宮内〜住吉北〜イオンタウン"
上高橋（鹿本）,産交バス（株）,山鹿バスセンター〜十三部〜遊蛇口〜菊池産交
