停留所名,事業者名,バス系統
下道,（株）四万十交通,大正駅〜下道線
山株,（株）四万十交通,"奥呉地線, 床鍋線"
道徳中,（株）四万十交通,道徳線
上小野川,（株）四万十交通,"窪川〜影野線, 川ノ内線"
戸川奥組,（株）四万十交通,戸口・戸川線
作屋北,（株）四万十交通,"窪川〜松葉川温泉線, 東北ノ川線"
岬中町,高知東部交通（株）,安芸-ジオパーク線
七里小学校前,（株）四万十交通,"窪川〜影野線, 川ノ内線"
高岡漁業会前,高知東部交通（株）,安芸-ジオパーク線
不動,（株）四万十交通,大道線
山瀬追和分岐,（株）四万十交通,古城線
上越行,（株）四万十交通,窪川〜松葉川温泉線
下道中,（株）四万十交通,大正駅〜下道線
岬小学校前,高知東部交通（株）,安芸-ジオパーク線
下道口,（株）四万十交通,大正駅〜下津井線
下道口西,四万十町,四万十町コミュニティバス　下道線
下道口西,（株）四万十交通,大正駅〜下道線
作屋,（株）四万十交通,"窪川〜松葉川温泉線, 窪川〜影野線, 東北ノ川線"
道徳,（株）四万十交通,道徳線
六反地中,（株）四万十交通,"奥呉地線, 床鍋線"
折合奥,（株）四万十交通,折合線
下道上,四万十町,四万十町コミュニティバス　下道線
高岡第二,高知東部交通（株）,安芸-ジオパーク線
山田邸前,高知東部交通（株）,安芸-ジオパーク線
古味野々,四万十町,四万十町コミュニティバス　下道線
古味野々,（株）四万十交通,"大正駅〜下津井線, 大正駅〜下道線"
越行,（株）四万十交通,"窪川〜松葉川温泉線, 窪川〜影野線"
シレストむろと,高知東部交通（株）,安芸-ジオパーク線
だば,（株）四万十交通,大道線
馬鞍,高知高陵交通（株）,矢井賀〜須崎線
六反地,（株）四万十交通,"奥呉地線, 床鍋線"
高岡第一,高知東部交通（株）,安芸-ジオパーク線
小野川,（株）四万十交通,"窪川〜松葉川温泉線, 窪川〜影野線, 川ノ内線"
岬坂本,高知東部交通（株）,安芸-ジオパーク線
影山,（株）四万十交通,"窪川〜松葉川温泉線, 窪川〜影野線"
本在家,（株）四万十交通,窪川〜松葉川温泉線
西ノ川口,（株）四万十交通,"窪川〜影野線, 東北ノ川線"
沖代,（株）四万十交通,窪川〜松葉川温泉線
奥神ノ川,（株）四万十交通,神ノ川線
平野第二,（株）四万十交通,道徳線
上柳瀬,（株）四万十交通,窪川〜松葉川温泉線
上小矢井賀,高知高陵交通（株）,矢井賀〜須崎線
夫婦杉前,（株）四万十交通,地吉線
大師像前,高知東部交通（株）,安芸-ジオパーク線
神有,（株）四万十交通,"奥呉地線, 床鍋線"
戸川生活改善センター,（株）四万十交通,戸口・戸川線
小矢井賀,高知高陵交通（株）,矢井賀〜須崎線
東坂本,高知東部交通（株）,安芸-ジオパーク線
折合集会所,（株）四万十交通,折合線
宮前,高知高陵交通（株）,矢井賀〜須崎線
柳瀬,（株）四万十交通,窪川〜松葉川温泉線
志和分,（株）四万十交通,"窪川〜影野線, 川ノ内線, 東北ノ川線"
折合,（株）四万十交通,折合線
下小矢井賀,高知高陵交通（株）,矢井賀〜須崎線
スカイライン上り口,高知東部交通（株）,安芸-ジオパーク線
平野集会所,（株）四万十交通,"道徳線, 飯ノ川線"
岬ホテル前,高知東部交通（株）,安芸-ジオパーク線
古城小学校前,（株）四万十交通,地吉線
地吉古城分岐,（株）四万十交通,"地吉線, 古城線"
上西川角,（株）四万十交通,"窪川〜影野線, 川ノ内線, 東北ノ川線"
崎山,（株）四万十交通,大道線
赤岩,（株）四万十交通,大正駅〜森ヶ内線
水源地,（株）四万十交通,神ノ川線
西川角,（株）四万十交通,"窪川〜影野線, 川ノ内線, 東北ノ川線"
大越,（株）四万十交通,折合線
仁井田農協前,（株）四万十交通,"奥呉地線, 床鍋線"
室戸岬,阿佐海岸鉄道（株）,DMV　海南室戸線
室戸岬,高知東部交通（株）,安芸-ジオパーク線
平野,（株）四万十交通,"道徳線, 飯ノ川線"
仁井田,（株）四万十交通,窪川〜興津線
古宿,（株）四万十交通,大正駅〜森ヶ内線
東川角橋,（株）四万十交通,窪川〜松葉川温泉線
下西川角,（株）四万十交通,"窪川〜影野線, 川ノ内線, 東北ノ川線"
矢井賀,高知高陵交通（株）,矢井賀〜須崎線
西仁井田,（株）四万十交通,"窪川〜興津線, 奥呉地線, 床鍋線"
木屋ヶ内中,四万十町,四万十町コミュニティバス　下道線
木屋ヶ内中,（株）四万十交通,"大正駅〜下津井線, 大正駅〜下道線"
四万十ピア,（株）四万十交通,窪川〜興津線
土居,（株）四万十交通,"道徳線, 飯ノ川線"
上東川角,（株）四万十交通,窪川〜松葉川温泉線
払川奥,（株）四万十交通,払川線
半家滝橋,（株）四万十交通,大道線
木屋ヶ内上,四万十町,四万十町コミュニティバス　下道線
木屋ヶ内上,（株）四万十交通,"大正駅〜下津井線, 大正駅〜下道線"
戸川橋,（株）四万十交通,"戸口・戸川線, 地吉線, 古城線"
袖の川口,（株）四万十交通,"道徳線, 飯ノ川線"
飯ノ川奥,（株）四万十交通,飯ノ川線
八足,（株）四万十交通,大正駅〜森ヶ内線
木屋ヶ内下,四万十町,四万十町コミュニティバス　下道線
木屋ヶ内下,（株）四万十交通,"大正駅〜下津井線, 大正駅〜下道線"
東川角渡,（株）四万十交通,"窪川〜影野線, 川ノ内線, 東北ノ川線"
大屋敷,（株）四万十交通,折合線
浜ノ川,（株）四万十交通,"窪川〜興津線, 奥呉地線, 床鍋線"
